address,duration_minutes,feat_1,feat_2,geometry,poly_side,atm,bank,bus_station,bus_stop,cafe,device_charging_station,office,public_service,restaurant,shelter,station,traffic_signals,waste_basket
881181b019fffff,0.23785551105092995,0.0,0.0,"POLYGON ((37.55066146454721 55.45932103983853, 37.55504518245654 55.45538955157479, 37.56289162262549 55.45584948558953, 37.56635584849532 55.46024122799763, 37.56197227582179 55.4641731694446, 37.55412433184867 55.46371291527069, 37.55066146454721 55.45932103983853))",poly0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa44a5fffff,5.480116947368421,0.0,57.0,"POLYGON ((37.43765060101657 55.72472255042625, 37.44206916070718 55.72080451032804, 37.44995742921255 55.72127984071826, 37.4534286571513 55.72567353250001, 37.44901023811079 55.72959202545968, 37.44112045028487 55.72911637374621, 37.43765060101657 55.72472255042625))",poly0,4.0,5.0,0.0,15.0,4.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8811aa6817fffff,5.570155046511628,0.0,43.0,"POLYGON ((37.88127630438786 55.70458867054247, 37.88566658939898 55.70064696746046, 37.89358495392345 55.70109402748665, 37.89711456631007 55.70548310532203, 37.89272444721933 55.70942526297208, 37.8848045496209 55.70897788818952, 37.88127630438786 55.70458867054247))",poly1,0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa4e59fffff,1.7100946645636088,0.0,0.0,"POLYGON ((37.33007581479092 55.62613877539416, 37.33449006705894 55.62222353286424, 37.34235118746895 55.62270241779039, 37.34579956375257 55.62709686831139, 37.34138544534591 55.63101256321232, 37.33352281660019 55.63053335519125, 37.33007581479092 55.62613877539416))",poly0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88118c9361fffff,0.230417758000987,0.0,0.0,"POLYGON ((37.95556791210888 56.03129472429042, 37.95998877329477 56.027358696824, 37.96797600088752 56.027811306353, 37.971543927288 56.03220025627797, 37.96712323902167 56.03613673879475, 37.95913445122902 56.03568381630683, 37.95556791210888 56.03129472429042))",poly3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa732bfffff,0.2605772732596059,0.0,0.0,"POLYGON ((37.42909012374491 55.79951747255394, 37.43351722523619 55.79560203652876, 37.44141918855578 55.79608025874807, 37.44489557474432 55.80047423826551, 37.44046861392523 55.80439012715919, 37.43256512604783 55.80391158363696, 37.42909012374491 55.79951747255394))",poly2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8811aa421dfffff,2.072619142857143,0.0,14.0,"POLYGON ((37.11606195189928 55.62962154970558, 37.120488916038 55.62571761475032, 37.12833406959528 55.62620984379098, 37.13175375991929 55.63060633396944, 37.12732691751961 55.63451072039695, 37.11948026286486 55.63401816514344, 37.11606195189928 55.62962154970558))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa68a1fffff,8.661111333333332,0.0,6.0,"POLYGON ((37.94110955428847 55.70376628354353, 37.94549619275227 55.69982145470929, 37.95341893487089 55.70026474776853, 37.95695657336561 55.70465318349037, 37.95257010425284 55.70859846711193, 37.94464582709308 55.70815486019522, 37.94110955428847 55.70376628354353))",poly1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa7967fffff,4.86696425,0.0,56.0,"POLYGON ((37.59170999469415 55.62506430956086, 37.59610889635056 55.62113538021194, 37.60398996309218 55.62159799435464, 37.60747364528821 55.62598985705388, 37.60307489237655 55.62991923982549, 37.59519230832746 55.62945630644555, 37.59170999469415 55.62506430956086))",poly0,2.0,2.0,0.0,10.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0
8811aa6a5bfffff,3.788888777777778,0.0,18.0,"POLYGON ((37.74582604519461 55.74292296861554, 37.75022844615783 55.73898940192697, 37.75814386114624 55.7394461221254, 37.76165840627514 55.74383672569323, 37.7572561637546 55.74777074646343, 37.74933921746254 55.74731370955472, 37.74582604519461 55.74292296861554))",poly1,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa6135fffff,7.419047619047619,1.0,21.0,"POLYGON ((37.79156912499536 55.76231006590169, 37.79597088802088 55.75837468260941, 37.80389351791831 55.75882915530858, 37.80741591890123 55.76321932725734, 37.80301431709849 55.76715516481577, 37.79509015288939 55.76670037612989, 37.79156912499536 55.76231006590169))",poly3,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa0937fffff,0.5063144416402029,0.0,0.0,"POLYGON ((37.29831360840569 55.7957036268314, 37.30274792484882 55.79179491290569, 37.31063902181452 55.79228113194917, 37.3140973218388 55.79667638812306, 37.30966313854692 55.80058555437765, 37.30177052188328 55.80009901209932, 37.29831360840569 55.7957036268314))",poly2,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa7097fffff,5.978148133333335,0.0,45.0,"POLYGON ((37.60976059868248 55.89403042758451, 37.61418726914461 55.8901083203537, 37.62212138877846 55.89057827104161, 37.62563037564446 55.89497064736592, 37.62120385692924 55.89889320824331, 37.61326819940034 55.89842293912003, 37.60976059868248 55.89403042758451))",poly2,0.0,1.0,0.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa4333fffff,0.060529582291675946,0.0,0.0,"POLYGON ((37.15988073107081 55.56125982129571, 37.16429785576184 55.55735164603432, 37.17213343519859 55.55783899647927, 37.17555338742045 55.56223484785779, 37.17113638654063 55.56614347474689, 37.16329930943622 55.56565579859959, 37.15988073107081 55.56125982129571))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa4845fffff,0.013960761469392464,0.0,0.0,"POLYGON ((37.25641444446327 55.44587435495298, 37.26081373825598 55.4419578662732, 37.26863498118601 55.44243558845852, 37.27205842282635 55.4468301238001, 37.26765925758402 55.45074706446447, 37.25983652196012 55.45026901777268, 37.25641444446327 55.44587435495298))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa71adfffff,3.3902777777777775,1.0,36.0,"POLYGON ((37.58469721954303 55.79629086551932, 37.58911484475136 55.79236722309818, 37.59702818042248 55.79283566411522, 37.60052542041134 55.79722806652884, 37.5961079447876 55.80115216243868, 37.58819307939128 55.80068340241643, 37.58469721954303 55.79629086551932))",poly2,6.0,1.0,0.0,2.0,10.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,0.0
8811aa76cbfffff,4.238888666666667,0.0,3.0,"POLYGON ((37.60554976743991 56.04020668177994, 37.60999252234575 56.03628908283666, 37.61795470028956 56.03676388240464, 37.62147567189663 56.04115659908209, 37.61703306958206 56.04507465175242, 37.60906934286626 56.04459953398833, 37.60554976743991 56.04020668177994))",poly2,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
8811aa443bfffff,6.1897436410256415,0.0,39.0,"POLYGON ((37.37802738388069 55.72529407495688, 37.38244948026608 55.72137916492698, 37.39033325056656 55.72185821409374, 37.39379644157219 55.72625249546097, 37.3893744824334 55.73016785810992, 37.38148919484643 55.72968848674259, 37.37802738388069 55.72529407495688))",poly0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa29e3fffff,1.4010383419593413,0.0,0.0,"POLYGON ((37.88023102552681 56.06048215077814, 37.88465957552746 56.05655088829691, 37.89264676688157 56.05700913365422, 37.89620696786799 56.06139895549762, 37.89177858663103 56.06533067277221, 37.88378983543794 56.06487211338057, 37.88023102552681 56.06048215077814))",poly3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa0031fffff,1.965,0.0,10.0,"POLYGON ((37.17863755213577 55.99724667132411, 37.1831007260419 55.99335008943368, 37.19102140332159 55.99385010185713, 37.1944804369769 55.99824702072878, 37.19001739062659 56.00214405456587, 37.18209518286731 56.00164371755411, 37.17863755213577 55.99724667132411))",poly2,0.0,2.0,0.0,6.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
881181a699fffff,8.259524,0.0,7.0,"POLYGON ((37.94875610097825 55.62875680468299, 37.95313433085658 55.62480942771456, 37.96104328414946 55.62524989588203, 37.96457553710005 55.62963805488103, 37.96019747639613 55.63358588662332, 37.95228699336695 55.63314510456373, 37.94875610097825 55.62875680468299))",poly1,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa4c53fffff,1.8397922298125677,0.0,0.0,"POLYGON ((37.43957975926721 55.60346865435411, 37.44398523619485 55.59954704388424, 37.45185049588935 55.60001842439229, 37.45531178894025 55.60441173686833, 37.45090645194642 55.60833380014495, 37.44303968177299 55.60786209810895, 37.43957975926721 55.60346865435411))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa082dfffff,5.507843117647059,0.0,17.0,"POLYGON ((37.24603817894856 55.83428070608051, 37.25047970431927 55.8303758431985, 37.25837415376193 55.83086652314471, 37.26182859835404 55.83526238986828, 37.25738720338762 55.8391677048826, 37.2494912332286 55.83867670101073, 37.24603817894856 55.83428070608051))",poly2,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa6da3fffff,2.5231139906209195,0.0,0.0,"POLYGON ((38.1134131134547 55.77617754613225, 38.11779713802613 55.77222589084644, 38.1257468173085 55.77266064797691, 38.12931401807801 55.77704737146745, 38.12493017340059 55.78099948220073, 38.11697894785559 55.7805644139671, 38.1134131134547 55.77617754613225))",poly3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa7a69fffff,3.0121212727272724,0.0,11.0,"POLYGON ((37.47456869216036 55.71438957849448, 37.47898398784481 55.71046931473129, 37.48687312479711 55.71094202603042, 37.49034848570825 55.71533532186119, 37.48593333271325 55.71925603862903, 37.47804267592083 55.71878300653159, 37.47456869216036 55.71438957849448))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa6615fffff,3.747157414117386,0.0,0.0,"POLYGON ((37.83934771636712 55.99115804711435, 37.84377121869391 55.98722685792798, 37.85174177097893 55.98768550219346, 37.85529037388851 55.99207565041348, 37.85086703737379 55.99600729419138, 37.84289493193283 55.99554833512825, 37.83934771636712 55.99115804711435))",poly3,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa6741fffff,10.066667,0.0,1.0,"POLYGON ((37.78624292804571 55.92530015759607, 37.79066249657195 55.92136979077272, 37.79861619807662 55.92182970013146, 37.80215187719836 55.92622029201741, 37.79773247087165 55.93015111318782, 37.78977722302071 55.92969088809571, 37.78624292804571 55.92530015759607))",poly3,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa79d1fffff,19.0,0.0,1.0,"POLYGON ((37.6668252278842 55.7006480425287, 37.67122777680149 55.69671736687019, 37.67912904522312 55.6971776848148, 37.68262928998874 55.70156899636151, 37.67822689466261 55.70550012577498, 37.67032410078122 55.70503948985721, 37.6668252278842 55.7006480425287))",poly1,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881181b633fffff,4.760185194444443,0.0,36.0,"POLYGON ((37.65491115788195 55.59106854653198, 37.65930274153244 55.58713535671196, 37.66718216452337 55.58759296882013, 37.67067152064548 55.59198408908279, 37.66628008909343 55.59591773255442, 37.658399149124 55.59545980208231, 37.65491115788195 55.59106854653198))",poly1,0.0,1.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88118c9a03fffff,7.5194443333333325,0.0,6.0,"POLYGON ((38.08209848230477 55.97139295853309, 38.08650525872659 55.96744862068133, 38.09449039938899 55.96789141960995, 38.09807032337506 55.97227886752987, 38.09366372673929 55.97622366084605, 38.08567702612472 55.97578055074882, 38.08209848230477 55.97139295853309))",poly3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
881181a4cdfffff,0.11882515831338392,0.0,0.0,"POLYGON ((37.97754134757775 55.58005468827919, 37.98191272071733 55.57610442946581, 37.98981454864362 55.57654157387677, 37.99334653033961 55.58092929062674, 37.98897532762128 55.58488000429274, 37.98107197258587 55.58444254632722, 37.97754134757775 55.58005468827919))",poly1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa61c3fffff,3.35,0.0,36.0,"POLYGON ((37.81007268609364 55.81362750458125, 37.81447883995685 55.80969264639462, 37.82241276306773 55.81014757071105, 37.82594207088967 55.8145376687901, 37.82153607971946 55.81847298134308, 37.81360061783267 55.81801774142124, 37.81007268609364 55.81362750458125))",poly3,0.0,2.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa7b15fffff,3.755208375,0.0,16.0,"POLYGON ((37.53794159472356 55.68050202164444, 37.54234955761258 55.67657748021979, 37.55023708669151 55.67704518455685, 37.55371817221886 55.68143775021564, 37.5493103554029 55.68536274487977, 37.54142130678955 55.68489472061588, 37.53794159472356 55.68050202164444))",poly0,1.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0
8811aa443dfffff,4.816304347826087,0.0,46.0,"POLYGON ((37.36764698363336 55.71211071216276, 37.37206826829422 55.70819596570022, 37.37994871150519 55.70867524209953, 37.38340938581271 55.7130695873101, 37.37898823771788 55.71698478634214, 37.3711062785538 55.71650518756409, 37.36764698363336 55.71211071216276))",poly0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
88118cda55fffff,1.4557684207068302,0.0,0.0,"POLYGON ((38.09778293197219 55.56988151714101, 38.10214607268571 55.5659247441041, 38.11005501404399 55.56635404724409, 38.11360234487459 55.57074043514984, 38.10923938137236 55.57469766346267, 38.10132890962738 55.57426804856507, 38.09778293197219 55.56988151714101))",poly1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
881181b219fffff,1.2389561626072163,0.0,0.0,"POLYGON ((37.46502809874947 55.48357700451029, 37.4694193550787 55.47965066808101, 37.4772638143744 55.48011667923537, 37.48071851977303 55.48450934816739, 37.47632740400614 55.48843613745019, 37.46848144208484 55.48796980491774, 37.46502809874947 55.48357700451029))",poly0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa4343fffff,11.7833332,0.0,5.0,"POLYGON ((37.08837562283934 55.56514996989242, 37.09279726034844 55.56124565555931, 37.10062800610475 55.5617375417896, 37.10403860960174 55.56613406905658, 37.09961709188732 55.57003883471313, 37.09178485069043 55.56954662174895, 37.08837562283934 55.56514996989242))",poly0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa6463fffff,3.1796199598020287,0.0,0.0,"POLYGON ((37.89238427085388 55.94396101718305, 37.89679950810256 55.94002569172928, 37.90476492507511 55.94047954012286, 37.90831665599564 55.94486902803899, 37.90390158725747 55.9488048082498, 37.89593461888393 55.94835064575804, 37.89238427085388 55.94396101718305))",poly3,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa62dbfffff,8.150694458333332,0.0,24.0,"POLYGON ((37.72705799745729 55.91767313900827, 37.73148026624627 55.91374562268538, 37.73942796262684 55.91420899307235, 37.74295493374738 55.91860019638867, 37.73853282366875 55.92252816682817, 37.73058358355689 55.92206447980517, 37.72705799745729 55.91767313900827))",poly3,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa663dfffff,0.07200686007461747,0.0,0.0,"POLYGON ((37.84110114268944 55.97451487607083, 37.84552274306208 55.97058310643921, 37.85349019083777 55.97104112109644, 37.85703758999087 55.97543122016214, 37.85261615539738 55.9793634443804, 37.84464715566735 55.97890511491688, 37.84110114268944 55.97451487607083))",poly3,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8811aa7193fffff,5.761111111111111,0.0,9.0,"POLYGON ((37.61527305095937 55.84413895920093, 37.61969401893328 55.84021511244192, 37.62761892360584 55.84068315245045, 37.63112439445571 55.84507535764273, 37.62670357817737 55.84899965803899, 37.61877713915348 55.848531299576, 37.61527305095937 55.84413895920093))",poly3,2.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
